Country,ETid,Source_URL,PDF_URL
MALTA,ETid-1911,https://idpc.org.mt/decisions//,https://idpc.org.mt/wp-content/uploads/2026/02/0361_001.pdf | https://idpc.org.mt/wp-content/uploads/2026/02/0363_001.pdf | https://idpc.org.mt/wp-content/uploads/2026/02/0360_001.pdf | https://idpc.org.mt/wp-content/uploads/2026/02/0362_001.pdf | https://idpc.org.mt/wp-content/uploads/2026/02/CDP_COMP_829_2024-redacted.pdf | https://idpc.org.mt/wp-content/uploads/2025/01/CDP_COMP_332_2024.pdf | https://idpc.org.mt/wp-content/uploads/2025/01/CDP_COMP_149_2024-redacted-version.pdf | https://idpc.org.mt/wp-content/uploads/2025/01/CDP_960_2023.pdf | https://idpc.org.mt/wp-content/uploads/2025/02/0329_001.pdf | https://idpc.org.mt/wp-content/uploads/2025/02/CDP_145_2024.pdf | https://idpc.org.mt/wp-content/uploads/2025/02/0356_001.pdf | https://idpc.org.mt/wp-content/uploads/2025/03/663_2024.pdf | https://idpc.org.mt/wp-content/uploads/2025/03/CDP_COMP_542_2024.pdf | https://idpc.org.mt/wp-content/uploads/2025/03/0445_001.pdf | https://idpc.org.mt/wp-content/uploads/2025/04/0476_001.pdf | https://idpc.org.mt/wp-content/uploads/2025/04/Redacted-CDP_COMP_756_2024_Redacted.pdf | https://idpc.org.mt/wp-content/uploads/2025/04/CDP_COMP_721_2024-redacted.pdf | https://idpc.org.mt/wp-content/uploads/2025/05/0547_001.pdf | https://idpc.org.mt/wp-content/uploads/2025/05/CDP_COMP_151_2025.pdf | https://idpc.org.mt/wp-content/uploads/2025/06/CDP_COMP_561_2024.pdf | https://idpc.org.mt/wp-content/uploads/2025/07/CDP_COMP_95_2025.pdf | https://idpc.org.mt/wp-content/uploads/2025/07/Redacted-CDP_COMP_869_2024-.pdf | https://idpc.org.mt/wp-content/uploads/2025/07/CDP_COMP_57_2025.pdf | https://idpc.org.mt/wp-content/uploads/2025/07/CDP_COMP_203_2025.pdf | https://idpc.org.mt/wp-content/uploads/2025/07/Redacted-CDP_COMP_272_2025-Antonia-Orsini-vs-Lawrence-and-Alison-Hili.pdf | https://idpc.org.mt/wp-content/uploads/2025/07/CDP_COMP_738_2024.pdf | https://idpc.org.mt/wp-content/uploads/2025/09/CDP_COMP_115_2025-Redacted.pdf | https://idpc.org.mt/wp-content/uploads/2025/10/REDACTED-CDP_COMP_391_2025.pdf | https://idpc.org.mt/wp-content/uploads/2025/10/0178_001-CDPCOMP622025.pdf | https://idpc.org.mt/wp-content/uploads/2025/10/0177_001-CDPCOMP3652025.pdf | https://idpc.org.mt/wp-content/uploads/2025/10/CDP_COMP_427_2025-REDACTED.pdf | https://idpc.org.mt/wp-content/uploads/2025/11/CDP_COMP_537_2025-REDACTED.pdf | https://idpc.org.mt/wp-content/uploads/2025/11/CDP_COMP_524_2025-redacted.pdf | https://idpc.org.mt/wp-content/uploads/2025/11/CDP_COMP_236_2025-redacted.pdf | https://idpc.org.mt/wp-content/uploads/2025/11/CDP_COMP_299_2024.pdf | https://idpc.org.mt/wp-content/uploads/2025/11/CDP_COMP_198_2025.pdf | https://idpc.org.mt/wp-content/uploads/2025/12/CDP_COMP_257_2025.pdf | https://idpc.org.mt/wp-content/uploads/2025/12/CDP_COMP_687_2024-Decision-Redacted.pdf | https://idpc.org.mt/wp-content/uploads/2025/12/CDP_COMP_498_2025-redacted.pdf | https://idpc.org.mt/wp-content/uploads/2025/12/CDP_COMP_105_2025.pdf | https://idpc.org.mt/wp-content/uploads/2026/01/CDP_COMP_251_2025.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/CDP_COMP_84_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/CDP_COMP_485_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/Redacted-CDP_COMP_966_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/Redacted-CDP_COMP_965_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/Redacted-CDP_COMP_962_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/Redacted-CDP_COMP_938_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/Redacted-CDP_COMP_914_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/Redacted-CDP_COMP_906_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/Redacted-CDP_COMP_891_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/Redacted-CDP_COMP_836_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/Redacted-CDP_COMP_742_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/CDP_54_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/02/4507_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/02/910_2023-redacted.pdf | https://idpc.org.mt/wp-content/uploads/2024/02/4537_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/02/4536_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/03/4580_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/04/1000-2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/04/957-2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/05/Redacted-69_2024.pdf | https://idpc.org.mt/wp-content/uploads/2024/05/4732_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/05/4733_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/05/CDP_COMP_909_20231.pdf | https://idpc.org.mt/wp-content/uploads/2024/05/CDP_COMP_622_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/06/4762_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/07/4794_001.pdf | https://idpc.org.mt/wp-content/uploads/2025/06/redacted.pdf | https://idpc.org.mt/wp-content/uploads/2024/07/4836_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/07/4835_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/07/4847_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/07/4848_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/08/CDP_COMP_179_2024.pdf | https://idpc.org.mt/wp-content/uploads/2024/08/CDP_COMP_216_2024.pdf | https://idpc.org.mt/wp-content/uploads/2024/08/CDP_COMP_563_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/08/CDP_COMP_48_2024.pdf | https://idpc.org.mt/wp-content/uploads/2024/08/CDP_COMP_49_2024.pdf | https://idpc.org.mt/wp-content/uploads/2024/08/CDP_COMP_104_2024.pdf | https://idpc.org.mt/wp-content/uploads/2024/08/CDP_COMP_227_2024.pdf | https://idpc.org.mt/wp-content/uploads/2025/01/CDP_COMP_154_2024-REDACTED.pdf | https://idpc.org.mt/wp-content/uploads/2024/08/CDP_COMP_967_2023-redacted.pdf | https://idpc.org.mt/wp-content/uploads/2024/08/4907_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/09/Redacted.pdf | https://idpc.org.mt/wp-content/uploads/2024/09/4940_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/09/4941_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/09/CDP_COMP_14_2024-Redacted.pdf | https://idpc.org.mt/wp-content/uploads/2024/09/CDP_COMP_355_2024-REDACTED.pdf | https://idpc.org.mt/wp-content/uploads/2024/10/0048_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/11/0138_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/11/0170_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/11/0169_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/12/CDP_COMP_477_2024-.pdf | https://idpc.org.mt/wp-content/uploads/2025/01/CDP_COMP_278_2024.pdf | https://idpc.org.mt/wp-content/uploads/2025/01/CDP_COMP_705_2024.pdf | https://idpc.org.mt/wp-content/uploads/2025/01/CDP_COMP_254_2024.pdf | https://idpc.org.mt/wp-content/uploads/2025/01/CDP_COMP_254_1_2024.pdf | https://idpc.org.mt/wp-content/uploads/2023/10/CDP_COMP_344_2022.pdf | https://idpc.org.mt/wp-content/uploads/2023/10/CDP_COMP_259_2022.pdf | https://idpc.org.mt/wp-content/uploads/2023/10/CDP_COMP_583_2022.pdf | https://idpc.org.mt/wp-content/uploads/2023/10/CDP_COMP_280_2023.pdf | https://idpc.org.mt/wp-content/uploads/2023/10/CDP_COMP_429_2023.pdf | https://idpc.org.mt/wp-content/uploads/2023/10/CDP_COMP_286_2022.pdf | https://idpc.org.mt/wp-content/uploads/2023/10/CDP_COMP_144_2022.pdf | https://idpc.org.mt/wp-content/uploads/2023/10/CDP_COMP_577_2023.pdf | https://idpc.org.mt/wp-content/uploads/2023/11/CDP_COMP_216_2022.pdf | https://idpc.org.mt/wp-content/uploads/2023/11/CDP_COMP_362_2022.pdf | https://idpc.org.mt/wp-content/uploads/2024/10/CDP_COMP_41_2022.pdf | https://idpc.org.mt/wp-content/uploads/2023/11/CDP_COMP_426_2022.pdf | https://idpc.org.mt/wp-content/uploads/2023/11/CDP_COMP_425_2022.pdf | https://idpc.org.mt/wp-content/uploads/2023/11/CDP_COMP_545_2022.pdf | https://idpc.org.mt/wp-content/uploads/2023/11/CDP_COMP_434_2022.pdf | https://idpc.org.mt/wp-content/uploads/2023/11/CDP_COMP_194_2023.pdf | https://idpc.org.mt/wp-content/uploads/2023/12/CDP_COMP_589_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/CDP_COMP_134_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/CDP_COMP_6_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/CDP_COMP_885_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/CDP_COMP_833_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/CDP_COMP_754_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/CDP_COMP_748_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/CDP_COMP_630_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/CDP_COMP_453_2022.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/CDP_COMP_452_2022.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/CDP_COMP_451_2022.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/CDP_COMP_411_2022.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/CDP_COMP_402_2022.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/CDP_COMP_400_2022.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/CDP_COMP_399_2022.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/CDP_COMP_380_2022.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/4394_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/Redacted-CDP_COMP_931_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/Redacted-CDP_COMP_928_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/10/CDP_COMP_895_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/Redacted-CDP_COMP_884_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/Redacted-CDP_COMP_804_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/Redacted-CDP_COMP_783_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/Redacted-CDP_COMP_776_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/Redacted-CDP_COMP_772_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/Redacted-CDP_COMP_473_2023.pdf
MALTA,ETid-1910,https://idpc.org.mt/decisions//,https://idpc.org.mt/wp-content/uploads/2026/02/0361_001.pdf | https://idpc.org.mt/wp-content/uploads/2026/02/0363_001.pdf | https://idpc.org.mt/wp-content/uploads/2026/02/0360_001.pdf | https://idpc.org.mt/wp-content/uploads/2026/02/0362_001.pdf | https://idpc.org.mt/wp-content/uploads/2026/02/CDP_COMP_829_2024-redacted.pdf | https://idpc.org.mt/wp-content/uploads/2025/01/CDP_COMP_332_2024.pdf | https://idpc.org.mt/wp-content/uploads/2025/01/CDP_COMP_149_2024-redacted-version.pdf | https://idpc.org.mt/wp-content/uploads/2025/01/CDP_960_2023.pdf | https://idpc.org.mt/wp-content/uploads/2025/02/0329_001.pdf | https://idpc.org.mt/wp-content/uploads/2025/02/CDP_145_2024.pdf | https://idpc.org.mt/wp-content/uploads/2025/02/0356_001.pdf | https://idpc.org.mt/wp-content/uploads/2025/03/663_2024.pdf | https://idpc.org.mt/wp-content/uploads/2025/03/CDP_COMP_542_2024.pdf | https://idpc.org.mt/wp-content/uploads/2025/03/0445_001.pdf | https://idpc.org.mt/wp-content/uploads/2025/04/0476_001.pdf | https://idpc.org.mt/wp-content/uploads/2025/04/Redacted-CDP_COMP_756_2024_Redacted.pdf | https://idpc.org.mt/wp-content/uploads/2025/04/CDP_COMP_721_2024-redacted.pdf | https://idpc.org.mt/wp-content/uploads/2025/05/0547_001.pdf | https://idpc.org.mt/wp-content/uploads/2025/05/CDP_COMP_151_2025.pdf | https://idpc.org.mt/wp-content/uploads/2025/06/CDP_COMP_561_2024.pdf | https://idpc.org.mt/wp-content/uploads/2025/07/CDP_COMP_95_2025.pdf | https://idpc.org.mt/wp-content/uploads/2025/07/Redacted-CDP_COMP_869_2024-.pdf | https://idpc.org.mt/wp-content/uploads/2025/07/CDP_COMP_57_2025.pdf | https://idpc.org.mt/wp-content/uploads/2025/07/CDP_COMP_203_2025.pdf | https://idpc.org.mt/wp-content/uploads/2025/07/Redacted-CDP_COMP_272_2025-Antonia-Orsini-vs-Lawrence-and-Alison-Hili.pdf | https://idpc.org.mt/wp-content/uploads/2025/07/CDP_COMP_738_2024.pdf | https://idpc.org.mt/wp-content/uploads/2025/09/CDP_COMP_115_2025-Redacted.pdf | https://idpc.org.mt/wp-content/uploads/2025/10/REDACTED-CDP_COMP_391_2025.pdf | https://idpc.org.mt/wp-content/uploads/2025/10/0178_001-CDPCOMP622025.pdf | https://idpc.org.mt/wp-content/uploads/2025/10/0177_001-CDPCOMP3652025.pdf | https://idpc.org.mt/wp-content/uploads/2025/10/CDP_COMP_427_2025-REDACTED.pdf | https://idpc.org.mt/wp-content/uploads/2025/11/CDP_COMP_537_2025-REDACTED.pdf | https://idpc.org.mt/wp-content/uploads/2025/11/CDP_COMP_524_2025-redacted.pdf | https://idpc.org.mt/wp-content/uploads/2025/11/CDP_COMP_236_2025-redacted.pdf | https://idpc.org.mt/wp-content/uploads/2025/11/CDP_COMP_299_2024.pdf | https://idpc.org.mt/wp-content/uploads/2025/11/CDP_COMP_198_2025.pdf | https://idpc.org.mt/wp-content/uploads/2025/12/CDP_COMP_257_2025.pdf | https://idpc.org.mt/wp-content/uploads/2025/12/CDP_COMP_687_2024-Decision-Redacted.pdf | https://idpc.org.mt/wp-content/uploads/2025/12/CDP_COMP_498_2025-redacted.pdf | https://idpc.org.mt/wp-content/uploads/2025/12/CDP_COMP_105_2025.pdf | https://idpc.org.mt/wp-content/uploads/2026/01/CDP_COMP_251_2025.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/CDP_COMP_84_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/CDP_COMP_485_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/Redacted-CDP_COMP_966_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/Redacted-CDP_COMP_965_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/Redacted-CDP_COMP_962_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/Redacted-CDP_COMP_938_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/Redacted-CDP_COMP_914_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/Redacted-CDP_COMP_906_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/Redacted-CDP_COMP_891_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/Redacted-CDP_COMP_836_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/Redacted-CDP_COMP_742_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/CDP_54_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/02/4507_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/02/910_2023-redacted.pdf | https://idpc.org.mt/wp-content/uploads/2024/02/4537_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/02/4536_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/03/4580_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/04/1000-2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/04/957-2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/05/Redacted-69_2024.pdf | https://idpc.org.mt/wp-content/uploads/2024/05/4732_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/05/4733_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/05/CDP_COMP_909_20231.pdf | https://idpc.org.mt/wp-content/uploads/2024/05/CDP_COMP_622_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/06/4762_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/07/4794_001.pdf | https://idpc.org.mt/wp-content/uploads/2025/06/redacted.pdf | https://idpc.org.mt/wp-content/uploads/2024/07/4836_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/07/4835_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/07/4847_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/07/4848_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/08/CDP_COMP_179_2024.pdf | https://idpc.org.mt/wp-content/uploads/2024/08/CDP_COMP_216_2024.pdf | https://idpc.org.mt/wp-content/uploads/2024/08/CDP_COMP_563_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/08/CDP_COMP_48_2024.pdf | https://idpc.org.mt/wp-content/uploads/2024/08/CDP_COMP_49_2024.pdf | https://idpc.org.mt/wp-content/uploads/2024/08/CDP_COMP_104_2024.pdf | https://idpc.org.mt/wp-content/uploads/2024/08/CDP_COMP_227_2024.pdf | https://idpc.org.mt/wp-content/uploads/2025/01/CDP_COMP_154_2024-REDACTED.pdf | https://idpc.org.mt/wp-content/uploads/2024/08/CDP_COMP_967_2023-redacted.pdf | https://idpc.org.mt/wp-content/uploads/2024/08/4907_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/09/Redacted.pdf | https://idpc.org.mt/wp-content/uploads/2024/09/4940_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/09/4941_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/09/CDP_COMP_14_2024-Redacted.pdf | https://idpc.org.mt/wp-content/uploads/2024/09/CDP_COMP_355_2024-REDACTED.pdf | https://idpc.org.mt/wp-content/uploads/2024/10/0048_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/11/0138_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/11/0170_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/11/0169_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/12/CDP_COMP_477_2024-.pdf | https://idpc.org.mt/wp-content/uploads/2025/01/CDP_COMP_278_2024.pdf | https://idpc.org.mt/wp-content/uploads/2025/01/CDP_COMP_705_2024.pdf | https://idpc.org.mt/wp-content/uploads/2025/01/CDP_COMP_254_2024.pdf | https://idpc.org.mt/wp-content/uploads/2025/01/CDP_COMP_254_1_2024.pdf | https://idpc.org.mt/wp-content/uploads/2023/10/CDP_COMP_344_2022.pdf | https://idpc.org.mt/wp-content/uploads/2023/10/CDP_COMP_259_2022.pdf | https://idpc.org.mt/wp-content/uploads/2023/10/CDP_COMP_583_2022.pdf | https://idpc.org.mt/wp-content/uploads/2023/10/CDP_COMP_280_2023.pdf | https://idpc.org.mt/wp-content/uploads/2023/10/CDP_COMP_429_2023.pdf | https://idpc.org.mt/wp-content/uploads/2023/10/CDP_COMP_286_2022.pdf | https://idpc.org.mt/wp-content/uploads/2023/10/CDP_COMP_144_2022.pdf | https://idpc.org.mt/wp-content/uploads/2023/10/CDP_COMP_577_2023.pdf | https://idpc.org.mt/wp-content/uploads/2023/11/CDP_COMP_216_2022.pdf | https://idpc.org.mt/wp-content/uploads/2023/11/CDP_COMP_362_2022.pdf | https://idpc.org.mt/wp-content/uploads/2024/10/CDP_COMP_41_2022.pdf | https://idpc.org.mt/wp-content/uploads/2023/11/CDP_COMP_426_2022.pdf | https://idpc.org.mt/wp-content/uploads/2023/11/CDP_COMP_425_2022.pdf | https://idpc.org.mt/wp-content/uploads/2023/11/CDP_COMP_545_2022.pdf | https://idpc.org.mt/wp-content/uploads/2023/11/CDP_COMP_434_2022.pdf | https://idpc.org.mt/wp-content/uploads/2023/11/CDP_COMP_194_2023.pdf | https://idpc.org.mt/wp-content/uploads/2023/12/CDP_COMP_589_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/CDP_COMP_134_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/CDP_COMP_6_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/CDP_COMP_885_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/CDP_COMP_833_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/CDP_COMP_754_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/CDP_COMP_748_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/CDP_COMP_630_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/CDP_COMP_453_2022.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/CDP_COMP_452_2022.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/CDP_COMP_451_2022.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/CDP_COMP_411_2022.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/CDP_COMP_402_2022.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/CDP_COMP_400_2022.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/CDP_COMP_399_2022.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/CDP_COMP_380_2022.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/4394_001.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/Redacted-CDP_COMP_931_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/Redacted-CDP_COMP_928_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/10/CDP_COMP_895_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/Redacted-CDP_COMP_884_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/Redacted-CDP_COMP_804_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/Redacted-CDP_COMP_783_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/Redacted-CDP_COMP_776_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/Redacted-CDP_COMP_772_2023.pdf | https://idpc.org.mt/wp-content/uploads/2024/01/Redacted-CDP_COMP_473_2023.pdf
