Country,ETid,Source_URL,PDF_URL
ISLE OF MAN,ETid-1352,https://www.inforights.im/media/2021/manx_care_penalty_notice_13july2022_web.pdf,https://www.inforights.im/media/2021/manx_care_penalty_notice_13july2022_web.pdf
ISLE OF MAN,ETid-847,https://www.inforights.im/media/1903/cosmedltd_pn_11dec2020_website.pdf,https://www.inforights.im/media/1903/cosmedltd_pn_11dec2020_website.pdf
ISLE OF MAN,ETid-318,https://www.inforights.im/media/1840/dha_penaltynotice_20mar2020_website.pdf,https://www.inforights.im/media/1840/dha_penaltynotice_20mar2020_website.pdf
