Country,ETid,Source_URL,PDF_URL
LIECHTENSTEIN,ETid-724,https://www.datenschutzstelle.li/application/files/8816/2246/5791/Taetigkeitsbericht_-_2020.pdf,https://www.datenschutzstelle.li/application/files/8816/2246/5791/Taetigkeitsbericht_-_2020.pdf
